filename,contour_type,jitter,condition,layer,mean_activation,mean_abs_activation,std_activation,min_activation,max_activation
C_high_BL_0_J004_024.png,C,4,matched_bias,h1_exc,2.4644620418548584,2.4644620418548584,1.9940372705459595,0.049308083951473236,87.87069702148438
C_high_BL_0_J004_024.png,C,4,matched_bias,h2_exc,2.4338231086730957,2.4338231086730957,3.6710829734802246,0.00618970301002264,175.1734161376953
C_high_BL_0_J004_024.png,C,4,matched_bias,h3_exc,22.54218101501465,22.54218101501465,84.42434692382812,0.004956105723977089,1817.096435546875
C_high_BL_0_J004_024.png,C,4,matched_bias,h4_exc,7166.234375,7166.234375,50513.6640625,2.814175604726188e-05,1433469.375
C_high_BL_0_J005_022.png,C,5,baseline,h0_exc,3.8039801120758057,3.8039801120758057,4.210224151611328,0.03975631296634674,181.81747436523438
C_high_BL_0_J005_022.png,C,5,baseline,h1_exc,2.197143316268921,2.197143316268921,1.8146967887878418,0.05166605859994888,129.54872131347656
C_high_BL_0_J005_022.png,C,5,baseline,h2_exc,2.4078054428100586,2.4078054428100586,3.593874931335449,0.008234423585236073,176.68963623046875
C_high_BL_0_J005_022.png,C,5,baseline,h3_exc,21.999582290649414,21.999582290649414,82.3280258178711,0.003879907075315714,1846.5792236328125
C_high_BL_0_J005_022.png,C,5,baseline,h4_exc,6963.60546875,6963.60546875,49241.13671875,2.5273569917771965e-05,1168826.5
C_high_BL_0_J005_022.png,C,5,matched_bias,h0_exc,3.8015503883361816,3.8015503883361816,4.139461517333984,0.04085688665509224,186.508056640625
C_high_BL_0_J005_022.png,C,5,matched_bias,h1_exc,2.461005210876465,2.461005210876465,1.9985487461090088,0.04452577233314514,135.95510864257812
C_high_BL_0_J005_022.png,C,5,matched_bias,h2_exc,2.437669515609741,2.437669515609741,3.6798572540283203,0.008182847872376442,187.85548400878906
C_high_BL_0_J005_022.png,C,5,matched_bias,h3_exc,21.964017868041992,21.964017868041992,81.89156341552734,0.0037274309433996677,1823.8687744140625
C_high_BL_0_J005_022.png,C,5,matched_bias,h4_exc,6956.31005859375,6956.31005859375,48676.109375,2.538452099543065e-05,1130300.75
C_high_BL_0_J006_019.png,C,6,baseline,h0_exc,3.7758283615112305,3.7758283615112305,4.324818134307861,0.04040699079632759,188.8279266357422
C_high_BL_0_J006_019.png,C,6,baseline,h1_exc,2.2017600536346436,2.2017600536346436,1.913635492324829,0.05363917350769043,176.29928588867188
C_high_BL_0_J006_019.png,C,6,baseline,h2_exc,2.386239528656006,2.386239528656006,3.528003215789795,0.006999343633651733,149.00050354003906
C_high_BL_0_J006_019.png,C,6,baseline,h3_exc,22.06780242919922,22.06780242919922,84.12593078613281,0.005267970729619265,1918.53857421875
C_high_BL_0_J006_019.png,C,6,baseline,h4_exc,7037.302734375,7037.302734375,51490.65625,2.7640449843602255e-05,1368898.5
C_high_BL_0_J006_019.png,C,6,matched_bias,h0_exc,3.774783134460449,3.774783134460449,4.253499507904053,0.041454486548900604,185.6255645751953
