filename,contour_type,contrast,quadrant,position,stimulus_id,jitter,layer,channel_group,n_channels,contour_mean_activation,background_mean_activation,contour_preference_ratio,activation_on_contour_pct,contour_area_pct,contour_enrichment,dice_top_activation,top_activation_percentile,condition,bias_strength
C_high_BL_0_J001_011.png,C,high,BL,0,011,1,h1_exc,matched_channels,77,2.4238079,0.6470162,3.7461314,5.9035354,1.647186279296875,3.5840119629567573,0.2602999934498394,90,baseline,0.0
C_high_BL_0_J001_011.png,C,high,BL,0,011,1,h1_exc,all_channels,128,2.3368866,0.66282845,3.525628,5.57542,1.647186279296875,3.384814419006281,0.25722988242221295,90,matched_bias,0.15
C_high_BL_0_J001_011.png,C,high,BL,0,011,1,h1_exc,C_channels,77,2.6526186,0.673628,3.9378095,6.186914,1.647186279296875,3.756049942458871,0.2625356172009752,90,matched_bias,0.15
C_high_BL_0_J001_011.png,C,high,BL,0,011,1,h1_exc,straight_channels,51,1.9330207,0.71935105,2.687173,4.3065896,1.647186279296875,2.6145127794029914,0.2183866636097932,90,matched_bias,0.15
C_high_BL_0_J001_011.png,C,high,BL,0,011,1,h1_exc,matched_channels,77,2.6526186,0.673628,3.9378095,6.186914,1.647186279296875,3.756049942458871,0.2625356172009752,90,matched_bias,0.15
C_high_BL_0_J002_015.png,C,high,BL,0,015,2,h1_exc,all_channels,128,1.9337335,0.6104573,3.16768,5.037878,1.647186279296875,3.0584749698526896,0.24196770707095863,90,baseline,0.0
C_high_BL_0_J002_015.png,C,high,BL,0,015,2,h1_exc,C_channels,77,2.1610248,0.621825,3.4752944,5.5001993,1.647186279296875,3.3391483122895393,0.24897651721080502,90,baseline,0.0
C_high_BL_0_J002_015.png,C,high,BL,0,015,2,h1_exc,straight_channels,51,1.6534725,0.6561993,2.519772,4.04917,1.647186279296875,2.458234410736188,0.19794327634761316,90,baseline,0.0
C_high_BL_0_J002_015.png,C,high,BL,0,015,2,h1_exc,matched_channels,77,2.1610248,0.621825,3.4752944,5.5001993,1.647186279296875,3.3391483122895393,0.24897651721080502,90,baseline,0.0
C_high_BL_0_J002_015.png,C,high,BL,0,015,2,h1_exc,all_channels,128,2.0897706,0.62391835,3.3494296,5.3115788,1.647186279296875,3.2246375441102506,0.24773196213924353,90,matched_bias,0.15
C_high_BL_0_J002_015.png,C,high,BL,0,015,2,h1_exc,C_channels,77,2.3650079,0.65418154,3.6152165,5.7090054,1.647186279296875,3.4659135963740515,0.25303769691800576,90,matched_bias,0.15
C_high_BL_0_J002_015.png,C,high,BL,0,015,2,h1_exc,straight_channels,51,1.7628039,0.6668142,2.6436207,4.2397494,1.647186279296875,2.5739343868749085,0.20364851144656482,90,matched_bias,0.15
C_high_BL_0_J002_015.png,C,high,BL,0,015,2,h1_exc,matched_channels,77,2.3650079,0.65418154,3.6152165,5.7090054,1.647186279296875,3.4659135963740515,0.25303769691800576,90,matched_bias,0.15
C_high_BL_0_J003_012.png,C,high,BL,0,012,3,h1_exc,all_channels,128,2.1930926,0.6273123,3.4960139,5.5311775,1.647186279296875,3.3579550514064898,0.2522516621359669,90,baseline,0.0
C_high_BL_0_J003_012.png,C,high,BL,0,012,3,h1_exc,C_channels,77,2.500613,0.6389789,3.9134517,6.150997,1.647186279296875,3.7342449981725356,0.26351816067852374,90,baseline,0.0
C_high_BL_0_J003_012.png,C,high,BL,0,012,3,h1_exc,straight_channels,51,1.8248445,0.70574576,2.5856967,4.1507096,1.647186279296875,2.519878690121096,0.20515507811213926,90,baseline,0.0
C_high_BL_0_J003_012.png,C,high,BL,0,012,3,h1_exc,matched_channels,77,2.500613,0.6389789,3.9134517,6.150997,1.647186279296875,3.7342449981725356,0.26351816067852374,90,baseline,0.0
C_high_BL_0_J003_012.png,C,high,BL,0,012,3,h1_exc,all_channels,128,2.4058626,0.6470916,3.7179627,5.861747,1.647186279296875,3.55864228965084,0.2589329577832971,90,matched_bias,0.15
C_high_BL_0_J003_012.png,C,high,BL,0,012,3,h1_exc,C_channels,77,2.7373414,0.6388419,4.284849,6.695658,1.647186279296875,4.064906471385113,0.2700029476303442,90,matched_bias,0.15
C_high_BL_0_J003_012.png,C,high,BL,0,012,3,h1_exc,straight_channels,51,1.9566009,0.710753,2.7528563,4.407219,1.647186279296875,2.6756044302595265,0.21183637375946948,90,matched_bias,0.15
C_high_BL_0_J003_012.png,C,high,BL,0,012,3,h1_exc,matched_channels,77,2.7373414,0.6388419,4.284849,6.695658,1.647186279296875,4.064906471385113,0.2700029476303442,90,matched_bias,0.15
C_high_BL_0_J004_024.png,C,high,BL,0,024,4,h1_exc,all_channels,128,2.3839161,0.624387,3.8180103,6.010003,1.647186279296875,3.6486480788218807,0.2645662070545755,90,baseline,0.0
C_high_BL_0_J004_024.png,C,high,BL,0,024,4,h1_exc,C_channels,77,2.759556,0.64768815,4.2606244,6.6603255,1.647186279296875,4.043456147291159,0.27190253168693806,90,baseline,0.0
C_high_BL_0_J004_024.png,C,high,BL,0,024,4,h1_exc,straight_channels,51,1.8755465,0.6479794,2.894454,4.6234293,1.647186279296875,2.806864850954081,0.21792814332027055,90,baseline,0.0
C_high_BL_0_J004_024.png,C,high,BL,0,024,4,h1_exc,matched_channels,77,2.759556,0.64768815,4.2606244,6.6603255,1.647186279296875,4.043456147291159,0.27190253168693806,90,baseline,0.0
C_high_BL_0_J004_024.png,C,high,BL,0,024,4,h1_exc,all_channels,128,2.6117554,0.6466282,4.039037,6.335881,1.647186279296875,3.8464873550640672,0.267186322994705,90,matched_bias,0.15
C_high_BL_0_J004_024.png,C,high,BL,0,024,4,h1_exc,C_channels,77,3.0251455,0.65951174,4.586947,7.134051,1.647186279296875,4.331052833826783,0.27321258965700285,90,matched_bias,0.15
C_high_BL_0_J004_024.png,C,high,BL,0,024,4,h1_exc,straight_channels,51,2.0372481,0.6768071,3.0100868,4.799271,1.647186279296875,2.9136176872675454,0.22225133462148422,90,matched_bias,0.15
C_high_BL_0_J004_024.png,C,high,BL,0,024,4,h1_exc,matched_channels,77,3.0251455,0.65951174,4.586947,7.134051,1.647186279296875,4.331052833826783,0.27321258965700285,90,matched_bias,0.15
C_high_BL_0_J005_022.png,C,high,BL,0,022,5,h1_exc,all_channels,128,2.338747,0.6228309,3.755027,5.916726,1.647186279296875,3.5920200106154123,0.2563128418431676,90,baseline,0.0
C_high_BL_0_J005_022.png,C,high,BL,0,022,5,h1_exc,C_channels,77,2.649121,0.6271054,4.2243633,6.607386,1.647186279296875,4.011316846884145,0.2595879867683295,90,baseline,0.0
C_high_BL_0_J005_022.png,C,high,BL,0,022,5,h1_exc,straight_channels,51,1.929056,0.6752898,2.8566344,4.5657773,1.647186279296875,2.7718645616806934,0.22126879114393566,90,baseline,0.0
C_high_BL_0_J005_022.png,C,high,BL,0,022,5,h1_exc,matched_channels,77,2.649121,0.6271054,4.2243633,6.607386,1.647186279296875,4.011316846884145,0.2595879867683295,90,baseline,0.0
C_high_BL_0_J005_022.png,C,high,BL,0,022,5,h1_exc,all_channels,128,2.586146,0.64856863,3.987467,6.2600484,1.647186279296875,3.8004495484885354,0.26129106212941366,90,matched_bias,0.15
C_high_BL_0_J005_022.png,C,high,BL,0,022,5,h1_exc,C_channels,77,2.9416342,0.64900976,4.532496,7.055338,1.647186279296875,4.2832665325884065,0.26410768676505286,90,matched_bias,0.15
C_high_BL_0_J005_022.png,C,high,BL,0,022,5,h1_exc,straight_channels,51,2.102003,0.7004774,3.000815,4.785196,1.647186279296875,2.905072643317569,0.22611600563317522,90,matched_bias,0.15
C_high_BL_0_J005_022.png,C,high,BL,0,022,5,h1_exc,matched_channels,77,2.9416342,0.64900976,4.532496,7.055338,1.647186279296875,4.2832665325884065,0.26410768676505286,90,matched_bias,0.15
C_high_BL_0_J006_019.png,C,high,BL,0,019,6,h1_exc,all_channels,128,1.9924797,0.60092545,3.3156853,5.260883,1.647186279296875,3.1938602747278533,0.2225788491140004,90,baseline,0.0
C_high_BL_0_J006_019.png,C,high,BL,0,019,6,h1_exc,C_channels,77,2.248618,0.61528724,3.6545823,5.7675858,1.647186279296875,3.5014775146389225,0.22795008679126585,90,baseline,0.0
C_high_BL_0_J006_019.png,C,high,BL,0,019,6,h1_exc,straight_channels,51,1.6918095,0.66529036,2.5429642,4.084914,1.647186279296875,2.4799345611371013,0.19212000130999504,90,baseline,0.0
C_high_BL_0_J006_019.png,C,high,BL,0,019,6,h1_exc,matched_channels,77,2.248618,0.61528724,3.6545823,5.7675858,1.647186279296875,3.5014775146389225,0.22795008679126585,90,baseline,0.0
C_high_BL_0_J006_019.png,C,high,BL,0,019,6,h1_exc,all_channels,128,2.1794834,0.6249583,3.4874063,5.51831,1.647186279296875,3.350143275168598,0.22867061867480146,90,matched_bias,0.15
C_high_BL_0_J006_019.png,C,high,BL,0,019,6,h1_exc,C_channels,77,2.4678142,0.6363518,3.8780658,6.0987716,1.647186279296875,3.702539058114905,0.2315527462089439,90,matched_bias,0.15
C_high_BL_0_J006_019.png,C,high,BL,0,019,6,h1_exc,straight_channels,51,1.8116049,0.6752009,2.6830606,4.300284,1.647186279296875,2.610684618240498,0.19808076507378963,90,matched_bias,0.15
C_high_BL_0_J006_019.png,C,high,BL,0,019,6,h1_exc,matched_channels,77,2.4678142,0.6363518,3.8780658,6.0987716,1.647186279296875,3.702539058114905,0.2315527462089439,90,matched_bias,0.15
C_high_BL_0_J007_010.png,C,high,BL,0,010,7,h1_exc,all_channels,128,1.9505727,0.59542525,3.275932,5.2010894,1.647186279296875,3.1575599044063134,0.22506795925712342,90,baseline,0.0
C_high_BL_0_J007_010.png,C,high,BL,0,010,7,h1_exc,C_channels,77,2.2575662,0.6325268,3.5691233,5.6403227,1.647186279296875,3.424216630439142,0.22703304621222054,90,baseline,0.0
C_high_BL_0_J007_010.png,C,high,BL,0,010,7,h1_exc,straight_channels,51,1.6361679,0.6885041,2.3764098,3.8276095,1.647186279296875,2.323725958565289,0.20083188681092562,90,baseline,0.0
C_high_BL_0_J007_010.png,C,high,BL,0,010,7,h1_exc,matched_channels,77,2.2575662,0.6325268,3.5691233,5.6403227,1.647186279296875,3.424216630439142,0.22703304621222054,90,baseline,0.0
C_high_BL_0_J007_010.png,C,high,BL,0,010,7,h1_exc,all_channels,128,2.1416337,0.6199797,3.4543612,5.4688807,1.647186279296875,3.3201348802604578,0.23043919693438888,90,matched_bias,0.15
C_high_BL_0_J007_010.png,C,high,BL,0,010,7,h1_exc,C_channels,77,2.48966,0.6561258,3.7944858,5.975185,1.647186279296875,3.6275101099830938,0.2317492549044536,90,matched_bias,0.15
C_high_BL_0_J007_010.png,C,high,BL,0,010,7,h1_exc,straight_channels,51,1.7347678,0.68399185,2.5362403,4.074555,1.647186279296875,2.473645480582415,0.20502407231513278,90,matched_bias,0.15
C_high_BL_0_J007_010.png,C,high,BL,0,010,7,h1_exc,matched_channels,77,2.48966,0.6561258,3.7944858,5.975185,1.647186279296875,3.6275101099830938,0.2317492549044536,90,matched_bias,0.15
C_high_BL_0_J008_010.png,C,high,BL,0,010,8,h1_exc,all_channels,128,1.9034592,0.59640485,3.1915555,5.0739236,1.647186279296875,3.080358075324285,0.2283431041822853,90,baseline,0.0
C_high_BL_0_J008_010.png,C,high,BL,0,010,8,h1_exc,C_channels,77,2.2044978,0.6342249,3.475893,5.5010934,1.647186279296875,3.3396910982982866,0.2293911505583371,90,baseline,0.0
C_high_BL_0_J008_010.png,C,high,BL,0,010,8,h1_exc,straight_channels,51,1.5992396,0.6895929,2.3191068,3.738765,1.647186279296875,2.269788806275787,0.19768774768277023,90,baseline,0.0
C_high_BL_0_J008_010.png,C,high,BL,0,010,8,h1_exc,matched_channels,77,2.2044978,0.6342249,3.475893,5.5010934,1.647186279296875,3.3396910982982866,0.2293911505583371,90,baseline,0.0
C_high_BL_0_J008_010.png,C,high,BL,0,010,8,h1_exc,all_channels,128,2.0906653,0.6211578,3.3657556,5.3360868,1.647186279296875,3.2395162494390983,0.23351783316404104,90,matched_bias,0.15
C_high_BL_0_J008_010.png,C,high,BL,0,010,8,h1_exc,C_channels,77,2.4308255,0.65786713,3.6950097,5.8276696,1.647186279296875,3.5379541818561036,0.2345003766415896,90,matched_bias,0.15
C_high_BL_0_J008_010.png,C,high,BL,0,010,8,h1_exc,straight_channels,51,1.6965582,0.68520206,2.475997,3.9816248,1.647186279296875,2.417228013347341,0.20161792159296446,90,matched_bias,0.15
C_high_BL_0_J008_010.png,C,high,BL,0,010,8,h1_exc,matched_channels,77,2.4308255,0.65786713,3.6950097,5.8276696,1.647186279296875,3.5379541818561036,0.2345003766415896,90,matched_bias,0.15
C_high_BL_0_J009_001.png,C,high,BL,0,001,9,h1_exc,all_channels,128,2.1849782,0.6105483,3.5787146,5.654622,1.647186279296875,3.4328977327486445,0.24019912881137123,90,baseline,0.0
C_high_BL_0_J009_001.png,C,high,BL,0,001,9,h1_exc,C_channels,77,2.4677224,0.61058223,4.041589,6.3396306,1.647186279296875,3.84876358247035,0.24530835489462374,90,baseline,0.0
C_high_BL_0_J009_001.png,C,high,BL,0,001,9,h1_exc,straight_channels,51,1.822207,0.6746135,2.7011125,4.3279643,1.647186279296875,2.627489273071317,0.2126809458308074,90,baseline,0.0
C_high_BL_0_J009_001.png,C,high,BL,0,001,9,h1_exc,matched_channels,77,2.4677224,0.61058223,4.041589,6.3396306,1.647186279296875,3.84876358247035,0.24530835489462374,90,baseline,0.0
C_high_BL_0_J009_001.png,C,high,BL,0,001,9,h1_exc,all_channels,128,2.40466,0.63097286,3.8110356,5.999682,1.647186279296875,3.642382157136901,0.2455703664886367,90,matched_bias,0.15
C_high_BL_0_J009_001.png,C,high,BL,0,001,9,h1_exc,C_channels,77,2.7530744,0.65145916,4.226012,6.6097956,1.647186279296875,4.012779618991985,0.2485834998197856,90,matched_bias,0.15
C_high_BL_0_J009_001.png,C,high,BL,0,001,9,h1_exc,straight_channels,51,1.9653465,0.68676543,2.8617435,4.573569,1.647186279296875,2.776594760818257,0.21805914911727703,90,matched_bias,0.15
C_high_BL_0_J009_001.png,C,high,BL,0,001,9,h1_exc,matched_channels,77,2.7530744,0.65145916,4.226012,6.6097956,1.647186279296875,4.012779618991985,0.2485834998197856,90,matched_bias,0.15
C_high_BL_0_J010_022.png,C,high,BL,0,022,10,h1_exc,all_channels,128,2.3521686,0.6217648,3.7830522,5.9582534,1.647186279296875,3.6172310456638397,0.2564438476401741,90,baseline,0.0
C_high_BL_0_J010_022.png,C,high,BL,0,022,10,h1_exc,C_channels,77,2.6620128,0.626192,4.251113,6.6464453,1.647186279296875,4.035029503062558,0.2592604722758133,90,baseline,0.0
C_high_BL_0_J010_022.png,C,high,BL,0,022,10,h1_exc,straight_channels,51,1.9436882,0.6744033,2.8820858,4.6045837,1.647186279296875,2.7954237903473005,0.22113778534692918,90,baseline,0.0
C_high_BL_0_J010_022.png,C,high,BL,0,022,10,h1_exc,matched_channels,77,2.6620128,0.626192,4.251113,6.6464453,1.647186279296875,4.035029503062558,0.2592604722758133,90,baseline,0.0
C_high_BL_0_J010_022.png,C,high,BL,0,022,10,h1_exc,all_channels,128,2.597501,0.64733046,4.012635,6.2970753,1.647186279296875,3.8229284158833314,0.2613565650279169,90,matched_bias,0.15
C_high_BL_0_J010_022.png,C,high,BL,0,022,10,h1_exc,C_channels,77,2.951252,0.64790905,4.5550404,7.0879445,1.647186279296875,4.303061865955955,0.2639111780695431,90,matched_bias,0.15
C_high_BL_0_J010_022.png,C,high,BL,0,022,10,h1_exc,straight_channels,51,2.11644,0.6994905,3.0256882,4.822945,1.647186279296875,2.927990081807433,0.22795008679126585,90,matched_bias,0.15
C_high_BL_0_J010_022.png,C,high,BL,0,022,10,h1_exc,matched_channels,77,2.951252,0.64790905,4.5550404,7.0879445,1.647186279296875,4.303061865955955,0.2639111780695431,90,matched_bias,0.15
C_high_BL_0_J011_015.png,C,high,BL,0,015,11,h1_exc,all_channels,128,1.9358757,0.6104629,3.1711602,5.0431337,1.647186279296875,3.0616656831265106,0.24439131431557842,90,baseline,0.0
C_high_BL_0_J011_015.png,C,high,BL,0,015,11,h1_exc,C_channels,77,2.1598246,0.6212287,3.4766982,5.5022993,1.647186279296875,3.3404232080668854,0.25185864474494746,90,baseline,0.0
C_high_BL_0_J011_015.png,C,high,BL,0,015,11,h1_exc,straight_channels,51,1.6595722,0.65602434,2.529742,4.0645404,1.647186279296875,2.467565698312702,0.1980152621752864,90,baseline,0.0
C_high_BL_0_J011_015.png,C,high,BL,0,015,11,h1_exc,matched_channels,77,2.1598246,0.6212287,3.4766982,5.5022993,1.647186279296875,3.3404232080668854,0.25185864474494746,90,baseline,0.0
C_high_BL_0_J011_015.png,C,high,BL,0,015,11,h1_exc,all_channels,128,2.0931494,0.6233092,3.3581238,5.3246326,1.647186279296875,3.2325625093238335,0.25035207807937304,90,matched_bias,0.15
C_high_BL_0_J011_015.png,C,high,BL,0,015,11,h1_exc,C_channels,77,2.3670354,0.6542819,3.6177607,5.712794,1.647186279296875,3.4682135616217837,0.25762289981323233,90,matched_bias,0.15
C_high_BL_0_J011_015.png,C,high,BL,0,015,11,h1_exc,straight_channels,51,1.7641402,0.6610511,2.6686897,4.278235,1.647186279296875,2.597298791550109,0.20391052304057775,90,matched_bias,0.15
C_high_BL_0_J011_015.png,C,high,BL,0,015,11,h1_exc,matched_channels,77,2.3670354,0.6542819,3.6177607,5.712794,1.647186279296875,3.4682135616217837,0.25762289981323233,90,matched_bias,0.15
C_high_BL_0_J012_022.png,C,high,BL,0,022,12,h1_exc,all_channels,128,2.2795308,0.62290555,3.6595128,5.774916,1.647186279296875,3.5059277809389084,0.25480627517759313,90,baseline,0.0
C_high_BL_0_J012_022.png,C,high,BL,0,022,12,h1_exc,C_channels,77,2.577617,0.62735695,4.1086926,6.438112,1.647186279296875,3.908551099476535,0.2574918940162259,90,baseline,0.0
C_high_BL_0_J012_022.png,C,high,BL,0,022,12,h1_exc,straight_channels,51,1.8886509,0.67535585,2.7965271,4.474005,1.647186279296875,2.716150110884149,0.21491500998912164,90,baseline,0.0
C_high_BL_0_J012_022.png,C,high,BL,0,022,12,h1_exc,matched_channels,77,2.577617,0.62735695,4.1086926,6.438112,1.647186279296875,3.908551099476535,0.2574918940162259,90,baseline,0.0
C_high_BL_0_J012_022.png,C,high,BL,0,022,12,h1_exc,all_channels,128,2.5182621,0.64869833,3.8820236,6.1046143,1.647186279296875,3.7060861284963353,0.25814692300125824,90,matched_bias,0.15
C_high_BL_0_J012_022.png,C,high,BL,0,022,12,h1_exc,C_channels,77,2.8578818,0.6493414,4.401201,6.864993,1.647186279296875,4.167708983498382,0.2611600563324072,90,matched_bias,0.15
C_high_BL_0_J012_022.png,C,high,BL,0,022,12,h1_exc,straight_channels,51,2.058446,0.700671,2.937821,4.689453,1.647186279296875,2.8469476436704437,0.2227753578095101,90,matched_bias,0.15
C_high_BL_0_J012_022.png,C,high,BL,0,022,12,h1_exc,matched_channels,77,2.8578818,0.6493414,4.401201,6.864993,1.647186279296875,4.167708983498382,0.2611600563324072,90,matched_bias,0.15
C_high_BL_0_J013_010.png,C,high,BL,0,010,13,h1_exc,all_channels,128,2.0449374,0.5928776,3.4491727,5.4611154,1.647186279296875,3.3154206028458173,0.23253528968649245,90,baseline,0.0
C_high_BL_0_J013_010.png,C,high,BL,0,010,13,h1_exc,C_channels,77,2.3723106,0.6299127,3.7660944,5.9331303,1.647186279296875,3.601978903560974,0.232404283889486,90,baseline,0.0
C_high_BL_0_J013_010.png,C,high,BL,0,010,13,h1_exc,straight_channels,51,1.6994578,0.6857526,2.4782376,3.9850845,1.647186279296875,2.41932837808679,0.20155241869446122,90,baseline,0.0
C_high_BL_0_J013_010.png,C,high,BL,0,010,13,h1_exc,matched_channels,77,2.3723106,0.6299127,3.7660944,5.9331303,1.647186279296875,3.601978903560974,0.232404283889486,90,baseline,0.0
C_high_BL_0_J013_010.png,C,high,BL,0,010,13,h1_exc,all_channels,128,2.2427528,0.6173912,3.6326282,5.734924,1.647186279296875,3.481648600910299,0.23829954475477735,90,matched_bias,0.15
C_high_BL_0_J013_010.png,C,high,BL,0,010,13,h1_exc,C_channels,77,2.613546,0.653396,3.9999416,6.278404,1.647186279296875,3.811593307105458,0.23653096649518995,90,matched_bias,0.15
C_high_BL_0_J013_010.png,C,high,BL,0,010,13,h1_exc,straight_channels,51,1.8010623,0.6811654,2.6440897,4.240471,1.647186279296875,2.5743723789982336,0.20469655782261661,90,matched_bias,0.15
C_high_BL_0_J013_010.png,C,high,BL,0,010,13,h1_exc,matched_channels,77,2.613546,0.653396,3.9999416,6.278404,1.647186279296875,3.811593307105458,0.23653096649518995,90,matched_bias,0.15
C_high_BL_0_J014_017.png,C,high,BL,0,017,14,h1_exc,all_channels,128,2.1222787,0.5971416,3.5540626,5.617859,1.647186279296875,3.4105789510406948,0.2269675433137173,90,baseline,0.0
C_high_BL_0_J014_017.png,C,high,BL,0,017,14,h1_exc,C_channels,77,2.4291508,0.63515544,3.8244982,6.019601,1.647186279296875,3.65447485044005,0.23096322012241477,90,baseline,0.0
C_high_BL_0_J014_017.png,C,high,BL,0,017,14,h1_exc,straight_channels,51,1.8008919,0.68167824,2.6418502,4.2370315,1.647186279296875,2.5722843174083163,0.19880129695732524,90,baseline,0.0
C_high_BL_0_J014_017.png,C,high,BL,0,017,14,h1_exc,matched_channels,77,2.4291508,0.63515544,3.8244982,6.019601,1.647186279296875,3.65447485044005,0.23096322012241477,90,baseline,0.0
C_high_BL_0_J014_017.png,C,high,BL,0,017,14,h1_exc,all_channels,128,2.337868,0.6245678,3.7431772,5.899155,1.647186279296875,3.581352745742702,0.23161824910744713,90,matched_bias,0.15
C_high_BL_0_J014_017.png,C,high,BL,0,017,14,h1_exc,C_channels,77,2.671136,0.65067965,4.1051474,6.4329147,1.647186279296875,3.9053959929648885,0.236268954901177,90,matched_bias,0.15
C_high_BL_0_J014_017.png,C,high,BL,0,017,14,h1_exc,straight_channels,51,1.9396268,0.6900728,2.810757,4.495748,1.647186279296875,2.7293500876451424,0.20371401434506806,90,matched_bias,0.15
C_high_BL_0_J014_017.png,C,high,BL,0,017,14,h1_exc,matched_channels,77,2.671136,0.65067965,4.1051474,6.4329147,1.647186279296875,3.9053959929648885,0.236268954901177,90,matched_bias,0.15
C_high_BL_0_J015_019.png,C,high,BL,0,019,15,h1_exc,all_channels,128,1.9138949,0.60237324,3.1772575,5.05234,1.647186279296875,3.067254786844316,0.2266400288212011,90,baseline,0.0
C_high_BL_0_J015_019.png,C,high,BL,0,019,15,h1_exc,C_channels,77,2.1596305,0.61695874,3.5004456,5.5378013,1.647186279296875,3.361976299645162,0.2308322143254083,90,baseline,0.0
C_high_BL_0_J015_019.png,C,high,BL,0,019,15,h1_exc,straight_channels,51,1.6289006,0.6663707,2.4444363,3.9328678,1.647186279296875,2.387627793517779,0.19179248681747885,90,baseline,0.0
C_high_BL_0_J015_019.png,C,high,BL,0,019,15,h1_exc,matched_channels,77,2.1596305,0.61695874,3.5004456,5.5378013,1.647186279296875,3.361976299645162,0.2308322143254083,90,baseline,0.0
C_high_BL_0_J015_019.png,C,high,BL,0,019,15,h1_exc,all_channels,128,2.091079,0.62654126,3.337496,5.293657,1.647186279296875,3.21375721763624,0.23181475780295685,90,matched_bias,0.15
C_high_BL_0_J015_019.png,C,high,BL,0,019,15,h1_exc,C_channels,77,2.3658879,0.63882387,3.7035058,5.840286,1.647186279296875,3.5456133990398038,0.23456587954009284,90,matched_bias,0.15
C_high_BL_0_J015_019.png,C,high,BL,0,019,15,h1_exc,straight_channels,51,1.7442917,0.6761175,2.5798647,4.141736,1.647186279296875,2.5144308555085004,0.19860478826181555,90,matched_bias,0.15
C_high_BL_0_J015_019.png,C,high,BL,0,019,15,h1_exc,matched_channels,77,2.3658879,0.63882387,3.7035058,5.840286,1.647186279296875,3.5456133990398038,0.23456587954009284,90,matched_bias,0.15
C_high_BL_0_J016_017.png,C,high,BL,0,017,16,h1_exc,all_channels,128,2.0935013,0.5970805,3.5062294,5.5464425,1.647186279296875,3.3672223626054394,0.2269675433137173,90,baseline,0.0
C_high_BL_0_J016_017.png,C,high,BL,0,017,16,h1_exc,C_channels,77,2.3828633,0.6351309,3.7517674,5.9118934,1.647186279296875,3.589086071309463,0.23076671142690505,90,baseline,0.0
C_high_BL_0_J016_017.png,C,high,BL,0,017,16,h1_exc,straight_channels,51,1.7979316,0.68094283,2.640356,4.2347364,1.647186279296875,2.570891021909596,0.20089738970942883,90,baseline,0.0
C_high_BL_0_J016_017.png,C,high,BL,0,017,16,h1_exc,matched_channels,77,2.3828633,0.6351309,3.7517674,5.9118934,1.647186279296875,3.589086071309463,0.23076671142690505,90,baseline,0.0
C_high_BL_0_J016_017.png,C,high,BL,0,017,16,h1_exc,all_channels,128,2.3071034,0.6245559,3.6939902,5.826154,1.647186279296875,3.5370341957570104,0.23220777519397628,90,matched_bias,0.15
C_high_BL_0_J016_017.png,C,high,BL,0,017,16,h1_exc,C_channels,77,2.6217854,0.65077716,4.0286994,6.3206897,1.647186279296875,3.837264624689303,0.23679297808920288,90,matched_bias,0.15
C_high_BL_0_J016_017.png,C,high,BL,0,017,16,h1_exc,straight_channels,51,1.9453511,0.6983229,2.7857473,4.4575286,1.647186279296875,2.706147216086145,0.2037795172435713,90,matched_bias,0.15
