filename,contour_type,contrast,jitter,quadrant,position,layer,channel,contour_mean_activation,background_mean_activation,contour_preference_ratio,activation_on_contour_pct,contour_area_pct,contour_enrichment,dice_top_activation,top_activation_percentile,mask_dilation_pixels,rank,mean_activation,mean_abs_activation,max_activation
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,28,1.7339752,2.0995789,0.82586807,42.75644,47.490234375,0.9003206609249582,0.10817054526921893,90,3,10,2.048905849456787,2.048905849456787,11.317035675048828
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,105,1.3786483,1.6335225,0.8439726,43.288,47.490234375,0.9115136777075077,0.14180397485983662,90,3,11,2.0178685188293457,2.0178685188293457,9.271440505981445
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,61,1.738849,2.0695994,0.8401863,43.177654,47.490234375,0.9091901698424818,0.15175811109221135,90,3,12,1.9655227661132812,1.9655227661132812,24.809965133666992
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,80,1.8334152,1.8886995,0.9707289,46.75001,47.490234375,0.9844131546096979,0.149787667742458,90,3,13,1.9328453540802002,1.9328453540802002,12.36902141571045
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,0,1.2511498,1.6891456,0.74069977,40.11598,47.490234375,0.8447205780403055,0.1187701715644439,90,3,14,1.8785308599472046,1.8785308599472046,21.524911880493164
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,72,1.4532857,1.6329035,0.890001,44.595993,47.490234375,0.9390560737278236,0.15926617971799573,90,3,15,1.706990361213684,1.706990361213684,26.380773544311523
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,20,1.0289445,1.5003194,0.685817,38.28144,47.490234375,0.8060907938360196,0.10487514863256245,90,3,20,1.5571774244308472,1.5571774244308472,10.425697326660156
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,54,1.229471,1.079146,1.1392999,50.748417,47.490234375,1.068607421248354,0.1753354849668464,90,3,29,1.311018705368042,1.311018705368042,17.48322868347168
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,63,0.9462569,0.95771587,0.9880351,47.190163,47.490234375,0.9936814014461176,0.18192627824015936,90,3,30,1.3012793064117432,1.3012793064117432,4.137305736541748
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,1,1.1719793,1.3106441,0.894201,44.712353,47.490234375,0.9415062555852144,0.12957363682688475,90,3,32,1.284126877784729,1.284126877784729,6.395458698272705
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,108,1.1289797,1.1915718,0.94747096,46.146805,47.490234375,0.971711456200898,0.12311873619838236,90,3,35,1.260319709777832,1.260319709777832,3.4353621006011963
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,41,0.9793679,1.037212,0.94423115,46.061695,47.490234375,0.9699193043659886,0.1632410395787051,90,3,39,1.2098742723464966,1.2098742723464966,5.451322555541992
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,58,1.0394433,1.1585678,0.8971795,44.794567,47.490234375,0.9432374400388905,0.09546458297943003,90,3,40,1.2020589113235474,1.2020589113235474,3.3326523303985596
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,84,0.83680695,1.009384,0.82902735,42.849915,47.490234375,0.9022889675254073,0.13534907423133424,90,3,44,1.0619785785675049,1.0619785785675049,8.190583229064941
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,43,0.6129372,0.5913861,1.0364417,48.38353,47.490234375,1.0188100835814802,0.162867334805476,90,3,58,0.876922070980072,0.876922070980072,3.785036325454712
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,53,0.5923451,0.6869798,0.8622454,43.814587,47.490234375,0.9226020298026435,0.14605062001016714,90,3,64,0.8066934943199158,0.8066934943199158,7.977601528167725
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,91,0.52624476,0.58060414,0.90637445,45.046844,47.490234375,0.948549634799236,0.12257516561914004,90,3,65,0.7904289960861206,0.7904289960861206,2.2912068367004395
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,51,0.5461434,0.4951883,1.1029005,49.93671,47.490234375,1.0515153484573818,0.20095124851364007,90,3,81,0.6530964374542236,0.6530964374542236,3.138021945953369
straight_high_BL_0_J000_003.png,straight,high,0,BL,0,td_h1_exc,118,0.4519869,0.5006017,0.9028873,44.951443,47.490234375,0.9465407636038952,0.12226940716831625,90,3,96,0.5573915243148804,0.5573915243148804,3.223322629928589
